ip,anonymityLevel,asn,country,isp,latency,org,port,protocols,responseTime,speed,updated_at,upTime,upTimeSuccessCount,upTimeTryCount
"202.77.121.178","elite","AS9905","ID","LINKNET","189","N/A","4153","socks4","1216","1","2023-03-23T22:09:06.276Z","100","1246","1251"
"148.251.48.208","elite","AS24940","DE","Hetzner Online GmbH","22","Hetzner","30208","socks5","761","1","2023-03-23T22:09:06.543Z","100","1286","1288"
"125.65.19.11","elite","AS4134","CN","Chinanet","245","Chinanet SC","10800","socks4","966","1","2023-03-23T22:09:06.540Z","35","429","1233"
"165.225.240.95","elite","AS62044","NL","Zscaler Switzerland GmbH","17","Zscaler, Inc","10605","socks5","1273","3","2023-03-23T22:09:06.070Z","99","1278","1289"
"192.12.113.255","elite","AS266144","BR","Rosana Ferreira da Silva Multimidia ME","198","Rosana Ferreira da Silva Multimidia ME","4145","socks4","1227","1","2023-03-23T22:09:06.275Z","47","592","1267"
"159.65.225.8","elite","AS9116","US","Partner Communications Ltd.","84","Digital Ocean","1215","socks4","827","1","2023-03-23T22:09:06.755Z","100","1309","1311"
"104.16.109.213","elite","AS13335","CA","Cloudflare, Inc.","1","Cloudflare, Inc","80","socks4","1246","1","2023-03-23T22:09:06.071Z","100","1205","1205"
"119.18.157.197","elite","AS55685","ID","PT. Jala Lintas Media","173","N/A","4145","socks4","1121","1","2023-03-23T22:09:06.292Z","99","1284","1298"
"115.159.56.148","elite","AS45090","CN","Shenzhen Tencent Computer Systems Company Limited","226","Tencent cloud computing (Beijing) Co., Ltd.","2080","socks4","686","1","2023-03-23T22:09:06.544Z","99","1237","1255"
"58.236.162.216","elite","AS9318","KR","SK Broadband Co Ltd","233","broadNnet","1080","socks5","946","1","2023-03-23T22:09:06.539Z","100","1292","1298"
"192.111.137.35","elite","AS46562","US","Total Server Solutions L.L.C.","133","Sharktek Consulting LLC","4145","socks4","988","1","2023-03-23T22:09:06.538Z","97","1157","1196"
"177.38.5.124","elite","AS52964","BR","F?BIO MENDES DIAS LTDA ME","231","FÁBIO MENDES DIAS LTDA ME","4153","socks4","1113","1","2023-03-23T22:09:05.258Z","95","1230","1291"
"190.145.182.6","elite","AS14080","CO","Telmex Colombia S.A.","148","Telmex Colombia S.A.","4153","socks4","1243","1","2023-03-23T22:09:05.617Z","100","1310","1312"
"94.101.55.201","elite","AS39120","IT","Convergenze ip ADSL NA-CE","33","Convergenze S.p.A.","4153","socks4","1228","1","2023-03-23T22:09:05.858Z","100","1305","1310"
"200.81.147.1","elite","AS270934","BR","Silva de Sá Informática LTDA","204","Silva de Sá Informática LTDA","1080","socks4","1125","1","2023-03-23T22:09:05.619Z","100","1307","1312"
"74.207.251.162","elite","AS63949","US","Akamai Technologies, Inc.","144","Linode","62322","socks5","1108","1","2023-03-23T22:09:05.847Z","94","1145","1223"
"198.199.101.192","elite","AS14061","US","DigitalOcean, LLC","150","Digital Ocean","45154","socks4","1212","1","2023-03-23T22:09:05.633Z","100","1220","1223"
"175.101.18.25","elite","AS17754","IN","ExcellMedia Pvt Ltd","229","Excell Media Pvt Ltd","5678","socks4","1185","1","2023-03-23T22:09:05.634Z","100","1304","1306"
"119.148.37.198","elite","AS23923","BD","Agni Systems Limited","154","Agni Systems Ltd.","1088","socks4","1032","1","2023-03-23T22:09:05.848Z","98","1169","1195"
"50.62.56.97","elite","AS26496","US","GoDaddy.com, LLC","139","GoDaddy.com, LLC","10108","socks5","1259","1","2023-03-23T22:09:05.863Z","100","1225","1226"
"141.94.106.133","elite","AS16276","FR","OVH SAS","5","OVH","8080","socks4","1288","1","2023-03-23T22:09:05.862Z","100","1228","1228"
"91.244.69.154","elite","AS59593","UA","PE Season Service","50","PE Season Service","5678","socks4","1124","1","2023-03-23T22:09:05.846Z","73","869","1193"
"170.81.108.47","elite","AS266416","BR","L3 NETWORKS E TELECOMUNICACOES LTDA","213","L3 NETWORKS E TELECOMUNICACOES LTDA","4153","socks4","1138","1","2023-03-23T22:09:05.846Z","100","1307","1312"
"38.127.173.253","elite","AS174","US","Cogent Communications","78","Torlandia Trading SRL","11537","socks5","1247","1","2023-03-23T22:09:05.256Z","100","1250","1253"
"103.9.134.148","elite","AS9832","BD","Information Services Network Ltd","192","ISN Gazipur","5678","socks4","1055","5","2023-03-23T22:09:05.848Z","98","1290","1311"
"103.134.180.97","elite","AS135758","IN","Rds It Solutions","152","Rds It Solutions","4153","socks4","1197","1","2023-03-23T22:09:05.618Z","98","1255","1276"
"188.6.164.138","elite","AS5483","HU","Magyar Telekom","48","N/A","5678","socks4","1172","1","2023-03-23T22:09:05.845Z","83","1093","1311"
"181.209.106.187","elite","AS52361","AR","ARSAT - Empresa Argentina de Soluciones Satelitales S.A","236","AYD.com S.R.L","1080","socks4","1172","1","2023-03-23T22:09:05.630Z","99","1300","1311"
"118.67.223.4","elite","AS58923","BD","InterCloud Limited","157","InterCloud ltd","5678","socks4","1121","1","2023-03-23T22:09:05.230Z","100","1257","1259"
"103.60.214.18","elite","AS134305","IN","Sampath Venkateswara Communications Pvt Ltd.","130","Sampath Venkateswara Communications Pvt Ltd.","51754","socks4","1095","1","2023-03-23T22:09:05.847Z","100","1310","1312"
"213.171.63.210","anonymous","AS8732","RU","JSC Comcor","64","Comcor","41890","http","1016","848","2023-03-23T22:09:04.830Z","99","1179","1194"
"31.42.57.129","elite","AS205318","UA","Limited Liability Company AVATOR ISP","53","\"Merlin-Telekom\" LLC","3699","socks4","1243","1","2023-03-23T22:09:04.474Z","100","1306","1307"
"113.86.204.187","elite","AS4134","CN","Chinanet","216","Chinanet GD","44844","socks5","1069","1","2023-03-23T22:09:04.182Z","69","899","1311"
"187.73.55.66","elite","AS262668","BR","Mar Provedor de Internet Ltda","188","Mar Provedor de Internet Ltda","5678","socks4","1184","1","2023-03-23T22:09:04.475Z","59","703","1197"
"89.237.34.13","elite","AS20485","RU","multi-origin SUTTK","64","N/A","51549","socks4","1263","1","2023-03-23T22:09:04.828Z","100","1260","1264"
"221.195.143.239","elite","AS4837","CN","CNC Group CHINA169 Hebei Province Network","166","N/A","55653","socks5","1204","1","2023-03-23T22:09:04.475Z","99","1274","1291"
"217.115.112.64","elite","AS30900","IE","Sternforth Limited","25","Web World Ireland","56792","socks5","1192","1","2023-03-23T22:09:04.181Z","90","1184","1312"
"45.7.177.249","elite","AS266626","BR","Litoral Telecom","195","Litoral Telecom","39867","socks4","987","1","2023-03-23T22:09:04.454Z","99","1297","1308"
"105.213.103.171","elite","AS16637","ZA","MTN SA","188","MTN SA","5678","socks4","1215","1","2023-03-23T22:09:04.829Z","95","1232","1296"
"112.78.137.106","anonymous","AS38482","ID","Biznet Networks","173","Asia TOP","8080","http","1038","584","2023-03-23T22:09:04.152Z","99","1183","1193"
"184.181.217.213","elite","AS22773","US","Cox Communications Inc.","151","Cox Communications","4145","socks5","1133","1","2023-03-23T22:09:04.843Z","100","1218","1218"
"95.213.154.54","elite","AS49505","RU","OOO \"Network of data-centers \"Selectel\"","46","N/A","31337","socks5","998","1","2023-03-23T22:09:04.150Z","100","1311","1311"
"49.51.97.232","elite","AS132203","CA","OPHL","93","Tencent cloud computing (Beijing) Co., Ltd.","443","socks5","1154","1","2023-03-23T22:09:04.182Z","74","939","1270"
"41.90.100.122","elite","AS37061","KE","Safaricom Limited","177","Safaricom Limited","5678","socks4","948","1","2023-03-23T22:09:04.151Z","100","1209","1214"
"192.3.54.198","elite","AS36352","US","ColoCrossing","95","RackNerd LLC","3128","socks4","1171","1","2023-03-23T22:09:04.850Z","100","1295","1295"
"49.156.38.126","elite","AS24492","KH","WiCAM Corporation Ltd.","200","WiCAM Corporation Ltd.","5678","socks4","973","1","2023-03-23T22:09:04.150Z","97","1269","1312"
"190.109.72.41","elite","AS264231","BR","RG.COM - INFORMATICA & COMUNICACAO LTDA - ME","190","RG.COM - INFORMATICA & COMUNICACAO LTDA - ME","33633","socks4","908","1","2023-03-23T22:09:03.761Z","99","1184","1190"
"103.23.237.71","elite","AS45433","IN","Kappa Pool 3","171","N/A","5678","socks4","1193","1","2023-03-23T22:09:03.402Z","96","1241","1295"
"5.9.173.18","elite","AS24940","DE","Hetzner Online GmbH","22","N/A","30000","socks4","1299","1","2023-03-23T22:09:03.037Z","92","1132","1230"
"221.141.86.52","elite","AS9318","KR","SK Broadband Co Ltd","227","broadNnet","234","socks5","1220","1","2023-03-23T22:09:03.782Z","99","1225","1233"
"221.229.252.98","elite","AS4134","CN","Chinanet","209","XuZhou YunQuanShanZhuang CORP","9797","socks4","1174","1","2023-03-23T22:09:03.402Z","97","1264","1298"
"67.205.162.56","elite","AS14061","US","DigitalOcean, LLC","85","Digital Ocean","10605","socks4","1257","1","2023-03-23T22:09:03.781Z","77","957","1247"
"43.153.174.137","elite","AS132203","JP","Shenzhen Tencent Computer Systems Company Limited","231","Tencent Cloud Computing","443","socks5","1143","1","2023-03-23T22:09:03.782Z","94","1184","1263"
"221.167.75.138","elite","AS4766","KR","Korea Telecom","222","Kornet","5156","socks4","1013","1","2023-03-23T22:09:03.366Z","100","1232","1236"
"119.96.173.152","elite","AS58563","CN","CHINANET Hubei province network","211","Chinanet HB","38801","socks4","1248","1","2023-03-23T22:09:03.038Z","98","1289","1312"
"197.231.205.96","elite","AS37552","GM","Comium","1608","N/A","5678","socks4","1317","1","2023-03-23T22:09:03.016Z","80","1018","1266"
"70.60.230.33","elite","AS11426","US","Spectrum","102","Fastlink Communications Inc","32940","socks4","1245","1","2023-03-23T22:09:03.362Z","100","1309","1311"
"185.32.44.173","elite","AS200154","AZ","Izone LLC","86","IZONE Network Broadband Services","4153","socks4","1211","1","2023-03-23T22:09:03.363Z","100","1267","1268"
"139.255.67.51","anonymous","AS9905","ID","PT. LINKNET","205","N/A","3888","https","1332","273","2023-03-23T22:09:03.366Z","99","1280","1289"
"85.117.56.146","elite","AS20771","GE","Caucasus Online Ltd.","59","Caucasus","4145","socks4","1171","1","2023-03-23T22:09:03.363Z","100","1310","1312"
"45.8.104.168","elite","AS209242","DE","Cloudflare London","1","Araxio Development N.V","80","socks4","1280","1","2023-03-23T22:09:03.399Z","100","1237","1237"
"170.80.91.65","elite","AS264820","CR","Corebases S.A","153","Corebases S.A","4145","socks4","934","1","2023-03-23T22:09:03.760Z","99","1302","1310"
"103.60.212.113","elite","AS134305","IN","Sampath Venkateswara Communications Pvt Ltd.","145","Sampath Venkateswara Communications Pvt Ltd.","51754","socks4","896","1","2023-03-23T22:09:03.761Z","100","1309","1311"
"202.166.192.84","elite","AS17501","NP","WorldLink Communications","240","N/A","5678","socks4","1159","1","2023-03-23T22:09:03.402Z","100","1261","1266"
"170.187.153.79","elite","AS63949","US","Akamai Technologies, Inc.","97","Linode","53052","socks5","1208","1","2023-03-23T22:09:03.782Z","100","1294","1295"
"124.41.228.175","elite","AS17501","NP","WorldLink Communications","144","N/A","5678","socks4","960","1","2023-03-23T22:09:03.759Z","100","1291","1296"
"31.59.4.67","elite","AS43395","IR","SHATEL Network","140","Shatel Group","5678","socks4","1536","1","2023-03-23T22:09:02.289Z","36","433","1204"
"61.4.234.239","elite","AS18313","KR","LG HelloVision Corp.","286","HVBuk-incheon","8080","socks5","1470","1","2023-03-23T22:09:02.290Z","92","1196","1294"
"77.37.142.203","elite","AS42610","RU","NCNET","48","N/A","53281","socks5","1379","1","2023-03-23T22:09:02.761Z","96","1205","1252"
"202.57.55.242","elite","AS9927","PH","PhilCom Corporation","208","PhilCom Corporation","38268","socks4","1516","1","2023-03-23T22:09:02.758Z","46","574","1259"
"103.82.8.189","elite","AS136156","BD","FNF Online","156","N/A","4153","socks4","1366","1","2023-03-23T22:09:02.762Z","89","1159","1308"
"103.58.16.106","elite","AS134202","MY","E-world Communication SDN BHD","282","E-world Communication SDN BHD","4145","socks4","1411","1","2023-03-23T22:09:02.761Z","98","1278","1301"
"49.0.42.114","elite","AS38744","BD","Always On Network Bangladesh Ltd.","156","Always On Network Bangladesh Ltd","10801","socks4","1456","1","2023-03-23T22:09:02.291Z","99","1263","1274"
"118.179.52.55","anonymous","AS23956","BD","Dhakacom Limited","155","AmberIT Limited","8080","http","994","953","2023-03-23T22:09:02.775Z","100","1190","1195"
"51.81.122.151","elite","AS16276","US","OVH SAS","79","OVH US LLC","62611","socks5","984","1","2023-03-23T22:09:02.307Z","86","1131","1311"
"83.0.108.65","elite","AS5617","PL","Orange Polska Spolka Akcyjna","28","Orange Polska Spolka Akcyjna","4145","socks4","1014","1","2023-03-23T22:09:02.775Z","94","1227","1308"
"105.213.155.211","elite","AS16637","ZA","MTN SA","178","MTN SA","5678","socks4","1592","1","2023-03-23T22:09:02.288Z","99","1287","1295"
"189.201.191.17","elite","AS28438","MX","ATC HOLDING FIBRA MEXICO, S. DE R.L. DE C.V.","137","ATC HOLDING FIBRA MEXICO, S. DE R.L. DE C.V","4145","socks4","1393","1","2023-03-23T22:09:02.761Z","100","1253","1259"
"90.181.150.211","elite","AS5610","CZ","O2 Czech Republic, a.s.","19","CZ.CZNET","4145","socks4","1542","1","2023-03-23T22:09:01.929Z","100","1308","1311"
"180.122.149.135","elite","AS4134","CN","Chinanet","209","Chinanet JS","1080","socks4","1131","1","2023-03-23T22:09:01.362Z","78","933","1195"
"45.196.151.120","elite","AS7018","US","AT&T Services","85","AQUA Networks Limited","5432","socks4","1352","1","2023-03-23T22:09:01.358Z","98","1215","1246"
"37.152.163.95","elite","AS198569","IR","Rahanet Zanjan Co. (Private Joint-Stock)","107","Rahanet Zanjan Co.","4153","socks4","1101","1","2023-03-23T22:09:01.593Z","86","1112","1292"
"102.66.232.122","elite","AS328471","ZA","HERO TELECOMS (PTY) LTD","216","Herotel","5678","socks4","872","1","2023-03-23T22:09:01.938Z","88","1130","1280"
"217.197.242.18","elite","AS34139","RU","CJSC TSI Service","52","Cjsc Tsinet","4153","socks4","1048","1","2023-03-23T22:09:01.594Z","99","1262","1279"
"91.225.170.25","elite","AS56401","UA","PC \"MIRTELEKOM\"","77","MirtelecomRoute","4153","socks4","1589","1","2023-03-23T22:09:01.037Z","86","1123","1312"
"185.6.10.41","elite","AS12552","SE","GlobalConnect AB","34","Internet Vikings International AB","28150","socks5","1080","1","2023-03-23T22:09:01.594Z","100","1248","1250"
"103.240.33.137","elite","AS132923","IN","Vihaan Telecommunication Pvt. Ltd.","130","Vihaan","8291","socks4","1442","1","2023-03-23T22:09:01.328Z","99","1293","1312"
"51.79.51.174","elite","AS16276","CA","OVH SAS","82","OVH Hosting, Inc.","56134","socks4","1330","1","2023-03-23T22:09:01.044Z","100","1196","1196"
"103.132.124.18","elite","AS138124","ID","Universitas Samudra","210","Universitas Samudra","5678","socks4","1184","1","2023-03-23T22:09:01.361Z","95","1211","1280"
"159.224.243.185","elite","AS13188","UA","Content Delivery Network LTD","57","N/A","61303","socks4","1518","1","2023-03-23T22:09:01.574Z","92","1209","1312"
"103.212.93.209","elite","AS138312","IN","Best Telnet Services Private Limited","124","Best telnet services private limited","45639","socks4","921","1","2023-03-23T22:09:01.936Z","99","1296","1311"
"178.128.84.253","elite","AS14061","SG","DigitalOcean, LLC","149","Digitalocean","9050","socks4","1391","1","2023-03-23T22:09:01.330Z","100","1253","1255"
"103.70.159.145","elite","AS133720","IN","speednet","123","N/A","5678","socks4","1379","1","2023-03-23T22:09:01.331Z","99","1272","1286"
"46.227.37.169","elite","AS51155","PL","Telemedian - TB Telecom","39","Telemedian","1088","socks4","1506","1","2023-03-23T22:09:01.575Z","99","1302","1310"
"217.115.115.148","elite","AS30900","IE","Sternforth Ltd. trading as WebWorld","23","Webworld","56792","socks4","1197","1","2023-03-23T22:09:01.361Z","90","1186","1312"
"139.170.229.78","elite","AS4837","CN","China Unicom Qinghai Province Network","283","N/A","7080","socks5","1430","1","2023-03-23T22:09:01.577Z","99","1260","1279"
"58.22.60.174","elite","AS4837","CN","CNCGroup CHINA169 FuJian province network","197","N/A","1080","socks5","1426","1","2023-03-23T22:09:01.357Z","100","1308","1312"
"103.79.96.145","elite","AS64308","ID","PT IndoDev Niaga Internet","200","PT IndoDev Niaga Internet","4153","socks4","1503","1","2023-03-23T22:09:01.039Z","100","1310","1311"
"191.36.191.53","elite","AS263338","BR","VEXNET TELECON INFORMÁTICA LTDA","184","VEXNET TELECON INFORMÁTICA LTDA","5678","socks4","1404","1","2023-03-23T22:09:01.330Z","98","1224","1255"
"195.225.49.135","elite","AS51357","UA","INETIN","41","Freenet Ltd.","55774","socks4","1531","1","2023-03-23T22:09:01.572Z","97","1242","1285"
"78.46.82.219","elite","AS24940","DE","Hetzner Online GmbH","21","Hetzner","30173","socks5","1573","1","2023-03-23T22:09:01.038Z","100","1263","1264"
"186.126.42.127","elite","AS7303","AR","Telecom Argentina S.A.","1085","Telecom Personal Bs","1080","socks4","1522","1","2023-03-23T22:09:01.358Z","33","435","1310"
"129.226.90.16","elite","AS132203","SG","Tencent Cloud Computing (Beijing) Co","242","Aceville Pte.ltd","443","socks4","1112","1","2023-03-23T22:09:01.929Z","82","1062","1291"
"54.38.72.186","elite","AS16276","GB","OVH SAS","8","OVH Ltd","16838","socks4","1147","1","2023-03-23T22:09:01.362Z","92","1135","1234"
"103.80.118.242","elite","AS135834","IN","Multicraft Digital Technologies Private Limited","125","Multicraft Digital Technologies Private Limited","51080","socks5","1224","1","2023-03-23T22:09:01.360Z","96","1260","1311"
"104.19.83.128","elite","AS13335","CA","Cloudflare, Inc.","2","Cloudflare, Inc","80","socks4","1062","1","2023-03-23T22:09:01.933Z","100","1208","1208"
"104.18.254.76","elite","AS13335","CA","Cloudflare, Inc.","1","Cloudflare, Inc","80","socks4","1544","1","2023-03-23T22:09:00.447Z","100","1297","1298"
"45.77.194.89","elite","AS20473","US","The Constant Company","102","Vultr Holdings, LLC","38869","socks5","1292","2","2023-03-23T22:09:00.741Z","100","1237","1239"
"171.80.65.72","elite","AS4134","CN","Chinanet","199","Chinanet HB","44844","socks4","1603","1","2023-03-23T22:09:00.770Z","34","415","1229"
"38.127.173.9","elite","AS174","US","Cogent Communications","78","Torlandia Trading SRL","46656","socks5","1564","1","2023-03-23T22:09:00.453Z","100","1243","1246"
"185.158.115.191","elite","AS44812","RU","IpServer","50","IT Expert LLC","25776","socks4","1550","1","2023-03-23T22:09:00.766Z","100","1267","1272"
"178.212.48.23","elite","AS197025","PL","Lubuskie Sieci Swiatlowodowe Sp. z o. o.","41","Lubuskie Sieci Swiatlowodowe Sp. z o. o","1080","socks4","1324","1","2023-03-23T22:09:00.740Z","99","1231","1248"
"190.92.74.117","elite","AS27884","HN","Cablecolor S.A.","133","Cablecolor S.A","8080","socks4","1400","1","2023-03-23T22:09:00.018Z","76","929","1216"
"185.32.47.145","elite","AS200154","AZ","Izone LLC","80","IZONE Broadband Services","4153","socks4","1202","1","2023-03-23T22:09:00.426Z","100","1275","1277"
"34.117.70.177","elite","AS396982","US","Google LLC","1","Google Cloud","80","socks4","1487","1","2023-03-23T22:09:00.448Z","100","1189","1189"
"47.206.214.4","elite","AS5650","US","Frontier Communications Corporation","119","Frontier Communications Solutions","54321","socks4","1608","1","2023-03-23T22:09:00.766Z","99","1300","1312"
"190.4.49.122","elite","AS23383","HN","Navega.com S.A","167","UPNFM","5678","socks5","1489","1","2023-03-23T22:09:00.772Z","100","1246","1248"
"89.249.250.29","elite","AS31370","RU","Mosline ISP","56","OOO Montaj Telecom Service","4145","socks4","1216","1","2023-03-23T22:09:00.425Z","99","1280","1295"
"113.23.155.110","anonymous","AS38182","MY","Extreme Broadband","172","Extreme Broadband","8082","http","1429","5163","2023-03-23T22:09:00.019Z","100","1196","1200"
"103.47.93.195","elite","AS134058","IN","Broban Internet Services Pvt.ltd","148","Broban  PVT Ltd.","1080","socks4","1311","1","2023-03-23T22:09:00.741Z","99","1294","1301"
"43.153.81.60","elite","AS132203","US","Shenzhen Tencent Computer Systems Company Limited","148","Tencent Cloud Computing","443","socks4","1557","1","2023-03-23T22:09:00.771Z","66","843","1269"
"103.196.136.158","elite","AS134707","PH","Royal Cablevision Corp.","201","Royal Cablevision Corp","7497","socks5","1529","1","2023-03-23T22:09:00.771Z","97","1237","1275"
"99.26.74.89","elite","AS7018","US","AT&T Services, Inc.","155","Martha Martinez","39593","socks4","1189","1","2023-03-23T22:09:00.427Z","58","765","1309"
"45.7.177.191","elite","AS266626","BR","Litoral Telecom","195","Litoral Telecom","39867","socks4","1271","1","2023-03-23T22:09:00.742Z","98","1288","1312"
"96.36.50.99","elite","AS20115","US","Spectrum","104","Americinn - Bay City / Sleep Inn - Midla","39593","socks4","1088","1","2023-03-23T22:08:59.066Z","95","1246","1310"
"79.101.106.74","elite","AS8400","RS","TELEKOM-SRBIJA","42","N/A","33608","socks4","1208","1","2023-03-23T22:08:59.062Z","100","1311","1312"
"27.42.168.46","elite","AS17816","CN","China Unicom Guangdong Province Network","238","N/A","61308","socks4","1109","1","2023-03-23T22:08:59.996Z","98","1176","1195"
"184.82.140.210","elite","AS133481","TH","AIS-Fibre","178","N/A","4145","socks4","1223","1","2023-03-23T22:08:59.063Z","83","1047","1257"
"203.24.102.152","elite","AS209242","VG","Cloudflare London, LLC","1","Anaga Consulting Limited","80","socks4","1282","1","2023-03-23T22:08:59.529Z","100","1217","1217"
"95.85.57.84","elite","AS14061","NL","DigitalOcean, LLC","10","Digital Ocean","33129","http","1254","682","2023-03-23T22:08:59.066Z","100","1206","1206"
"185.66.57.55","elite","AS200509","ES","Solucions Valencianes i Noves Tecnologies SL","29","Solucions Valencianes i Noves Tecnologies SL","42647","socks4","1168","1","2023-03-23T22:08:59.995Z","100","1291","1291"
"173.195.27.136","elite","AS11976","US","Fidelity Communication International Inc.","115","Fidelity Communication International Inc.","10091","socks4","1273","1","2023-03-23T22:08:59.062Z","100","1281","1281"
"207.180.249.153","elite","AS51167","DE","Contabo GmbH","16","Contabo GmbH","3128","socks4","1047","1","2023-03-23T22:08:59.498Z","100","1299","1299"
"189.22.78.34","elite","AS4230","BR","Claro S.A","252","Hotelaria Accor Brasil S/A","4153","socks4","1113","1","2023-03-23T22:08:59.496Z","99","1303","1310"
"77.46.138.38","anonymous","AS8400","RS","TELEKOM-SRBIJA","40","N/A","8080","http","1235","682","2023-03-23T22:08:59.067Z","100","1191","1192"
"95.178.108.189","elite","AS200780","FR","Appliwave SAS","27","Avelia","5678","socks4","1286","1","2023-03-23T22:08:59.061Z","100","1195","1196"
"190.109.72.247","elite","AS264231","BR","RG.COM - INFORMATICA & COMUNICACAO LTDA - ME","186","RG.COM - INFORMATICA & COMUNICACAO LTDA - ME","33633","socks4","1132","1","2023-03-23T22:08:59.065Z","99","1233","1247"
"51.83.116.3","elite","AS16276","FR","OVH SAS","5","OVH","60290","socks5","1243","1","2023-03-23T22:08:59.063Z","100","1218","1218"
"178.62.3.211","elite","AS14061","GB","DigitalOcean, LLC","15","Digital Ocean","3128","socks4","1089","1","2023-03-23T22:08:59.497Z","93","1104","1191"
"197.234.13.19","elite","AS36902","SC","Intelvision","166","Intelvision Ltd","4145","socks4","1101","1","2023-03-23T22:08:59.497Z","100","1306","1311"
"104.255.170.89","elite","AS397373","US","H4Y Technologies LLC","154","H4Y Technologies LLC","51676","socks4","1096","1","2023-03-23T22:08:58.172Z","100","1307","1311"
"43.153.52.170","elite","AS132203","US","Shenzhen Tencent Computer Systems Company Limited","149","Tencent Cloud Computing","443","socks4","1250","1","2023-03-23T22:08:58.167Z","55","697","1263"
"49.232.115.186","elite","AS45090","CN","Shenzhen Tencent Computer Systems Company Limited","213","Tencent cloud computing (Beijing) Co., Ltd.","3829","socks4","1034","1","2023-03-23T22:08:58.160Z","96","1152","1196"
"79.127.127.7","elite","AS43754","IR","Asiatech Data Transmission company","93","Asiatech Data Transmission company","1369","socks4","1135","1","2023-03-23T22:08:58.171Z","78","1027","1312"
"94.228.35.219","elite","AS31463","GB","4D Data Centres Ltd","10","4DDATACENTRES","80","socks4","1148","1","2023-03-23T22:08:58.170Z","100","1286","1286"
"202.159.35.33","elite","AS9340","ID","PT IndoInternet","197","N/A","443","socks4","1077","1","2023-03-23T22:08:58.168Z","100","1310","1311"
"110.77.232.221","elite","AS131090","TH","CAT Telecom Public Company Limited","185","CAT BBviaOnnet","4145","socks4","1334","1","2023-03-23T22:08:58.145Z","86","1091","1265"
"14.207.121.162","elite","AS45629","TH","Triple T Broadband Public Company Limited","159","Triple T Broadband Public Company Limited","8080","socks4","1306","1","2023-03-23T22:08:58.146Z","97","1161","1201"
"89.41.106.8","elite","AS8926","MD","JSC \"Moldtelecom\" S.A","47","JSC Moldtelecom S.A.","4145","socks4","1155","1","2023-03-23T22:08:58.159Z","99","1215","1231"
"45.4.85.150","elite","AS262234","HN","Asociacion De Servicio De Internet S. De RL","130","CIBERNET S. de RL de CV","5678","socks4","1321","1","2023-03-23T22:08:58.145Z","100","1293","1293"
"186.46.166.50","elite","AS28006","EC","Corporacion Nacional De Telecomunicaciones - CNT EP","173","Corporacion Nacional De Telecomunicaciones - CNT EP","5678","socks4","1122","1","2023-03-23T22:08:58.171Z","99","1256","1268"
"186.236.8.19","elite","AS28146","BR","Mhnet Telecom","227","Mhnet Telecom","4145","socks4","1174","1","2023-03-23T22:08:58.599Z","96","1190","1246"
"103.125.36.99","anonymous","AS63859","ID","PT. Eka Mas Republik","215","Myrepublic","3125","http","1188","826","2023-03-23T22:08:58.578Z","97","1157","1197"
"60.167.163.193","elite","AS4134","CN","Chinanet","207","Chinanet AH","30003","socks4","1314","1","2023-03-23T22:08:57.334Z","98","1177","1205"
"50.116.60.215","elite","AS63949","US","Akamai Technologies, Inc.","79","Linode","7497","socks5","1264","1","2023-03-23T22:08:57.335Z","100","1304","1306"
"162.19.7.60","elite","AS16276","FR","OVH SAS","5","OVH","34727","socks5","1300","1","2023-03-23T22:08:57.728Z","100","1229","1230"
"132.148.6.255","elite","AS398101","US","GoDaddy.com, LLC","139","GoDaddy.com, LLC","20859","socks5","1235","1","2023-03-23T22:08:57.034Z","96","1238","1288"
"43.153.81.104","elite","AS132203","US","Shenzhen Tencent Computer Systems Company Limited","148","Tencent Cloud Computing","443","socks5","1064","1","2023-03-23T22:08:57.750Z","23","296","1264"
"125.75.127.191","elite","AS4134","CN","Chinanet","189","Chinanet GS","1111","socks5","1298","1","2023-03-23T22:08:57.335Z","48","613","1274"
"81.210.61.2","elite","AS12741","PL","Netia SA","30","Netia Telekom SA","65000","socks4","1281","1","2023-03-23T22:08:57.729Z","100","1310","1311"
"184.181.217.220","elite","AS22773","US","Cox Communications Inc.","147","Cox Communications","4145","socks5","1370","1","2023-03-23T22:08:57.743Z","100","1194","1196"
"83.53.207.196","elite","AS3352","ES","Telefonica de Espana SAU","27","RIMA (Red IP Multi Acceso)","4145","socks4","1164","1","2023-03-23T22:08:57.730Z","100","1267","1270"
"83.142.161.30","elite","AS8369","RU","Intersvyaz-2 JSC","70","Intersvyaz-2 JSC","80","socks4","1258","1","2023-03-23T22:08:57.378Z","100","1296","1296"
"51.222.146.133","elite","AS16276","CA","OVH Hosting","82","N/A","7497","socks5","1196","1","2023-03-23T22:08:57.379Z","100","1309","1311"
"116.58.232.126","elite","AS131090","TH","CAT-BB","196","N/A","4145","socks4","1117","1","2023-03-23T22:08:57.731Z","64","823","1276"
"41.60.233.192","elite","AS30844","KE","Maintainer Liquid Telecommunications Operations Limited","182","Liquid Telecommunications Operations Limited","8080","socks4","1139","1","2023-03-23T22:08:57.749Z","77","972","1258"
"185.83.252.11","elite","AS200899","MK","INTERSPACE S1","37","N/A","59311","socks4","1223","1","2023-03-23T22:08:57.730Z","100","1310","1313"
"185.14.29.42","elite","AS21100","NL","GREENFLOID","11","N/A","30093","socks4","1183","1","2023-03-23T22:08:57.746Z","99","1283","1290"
